Time (ms),Membrane Potential (mV)
0.0,-65.0
0.2503128911138924,-62.4375
0.5006257822277848,-59.9374609375
0.7509386733416772,-57.372996044906614
1.0012515644555695,-54.613699577622654
1.2515644555694618,-51.49887588126616
1.5018773466833544,-47.80055743564094
1.7521902377972467,-43.15798937712686
2.002503128911139,-36.94294966455149
2.2528160200250316,-27.947458220046645
2.5031289111389237,-13.557694276013944
2.753441802252816,30.0
3.0037546933667088,-55.0
3.254067584480601,-53.06294711675922
3.5043804755944934,-50.79406120893191
3.7546933667083855,-48.042647732826744
4.005006257822278,-44.569641400408095
4.25531914893617,-39.971377997436335
4.505632040050063,-33.51390547037282
4.755944931163955,-23.733232075665036
5.006257822277847,-7.332222120334649
5.25657071339174,30.0
5.506883604505632,-55.0
5.7571964956195245,-54.127751579454376
6.0075093867334175,-53.10531833590955
6.25782227784731,-51.889987617824616
6.508135168961202,-50.420854817084454
6.758448060075094,-48.60835904744738
7.008760951188987,-46.31587863921397
7.259073842302879,-43.32557113045209
7.509386733416771,-39.27072529355023
7.759699624530664,-33.49072147562869
8.010012515644556,-24.68751797243769
8.260325406758449,-10.000787535989362
8.51063829787234,30.0
8.760951188986233,-55.0
9.011264080100126,-55.0845458622096
9.261576971214017,-55.1627867797559
9.51188986232791,-55.23375720984595
9.762202753441803,-55.29638308860796
10.012515644555695,-55.349469205059435
10.262828535669588,-55.3916838983863
10.51314142678348,-55.421540239513945
10.763454317897372,-55.437372596617145
11.013767209011265,-55.4373071370293
11.264080100125158,-55.419224350669346
11.514392991239049,-55.38071104200589
11.764705882352942,-55.318998353245696
12.015018773466835,-55.23088113687248
12.265331664580726,-55.11261221633931
12.51564455569462,-54.95976248829973
12.76595744680851,-54.767033999207335
13.016270337922403,-54.528007382121146
13.266583229036296,-54.23479622893727
13.516896120150188,-53.8775671851927
13.76720901126408,-53.44386248635385
14.017521902377974,-52.91762544686276
14.267834793491865,-52.277768348521995
14.518147684605758,-51.49601597023615
14.76846057571965,-50.53356678347065
15.018773466833542,-49.33575578929669
15.269086357947435,-47.82320183672109
15.519399249061328,-45.87647656697472
15.76971214017522,-43.30816646053895
16.020025031289112,-39.80875778388063
16.270337922403005,-34.83372824663123
16.520650813516898,-27.345151695995188
16.770963704630788,-15.146315549455073
17.02127659574468,30.0
17.271589486858574,-55.0
17.521902377972467,-55.61228651517838
17.77221526908636,-56.28979366100299
18.022528160200253,-57.033051291911995
18.272841051314142,-57.83996624606316
18.523153942428035,-58.70528841654218
18.773466833541928,-59.6202590288327
19.02377972465582,-60.57255729929175
19.274092615769714,-61.54664184516308
19.524405506883607,-62.52452892898519
19.774718397997496,-63.48696535546123
20.02503128911139,-64.41485885123288
20.275344180225282,-65.29075348515727
20.525657071339175,-66.10011198696147
20.77596996245307,-66.83220487339237
21.02628285356696,-67.48049739774346
21.27659574468085,-68.04253772955879
21.526908635794744,-68.5194459226091
21.777221526908637,-68.9151570879982
22.02753441802253,-69.23557803719474
22.277847309136423,-69.48778632103807
22.528160200250316,-69.67935355295204
22.778473091364205,-69.81782859626554
23.028785982478098,-69.91038091670801
23.27909887359199,-69.96358314177645
23.529411764705884,-69.98330279836738
23.779724655819777,-69.97467252285917
24.03003754693367,-69.9421119791533
24.28035043804756,-69.88938044321813
24.530663329161452,-69.81964477526539
24.780976220275345,-69.73555244397488
25.03128911138924,-69.63930311137354
25.28160200250313,-69.53271506965531
25.53191489361702,-69.41728471789891
25.782227784730914,-69.29423848632275
26.032540675844807,-69.16457734977625
26.2828535669587,-69.02911447529651
26.533166458072593,-68.88850673659506
26.783479349186486,-68.74328088341626
27.033792240300375,-68.59385513157217
27.284105131414268,-68.44055687648503
27.53441802252816,-68.28363715205914
27.784730913642054,-68.12328237129113
28.035043804755947,-67.95962380285489
28.28535669586984,-67.79274516280907
28.53566958698373,-67.62268863410347
28.785982478097623,-67.44945956888087
29.036295369211516,-67.27303007911691
29.28660826032541,-67.0933416789798
29.5369211514393,-66.91030710634693
29.787234042553195,-66.7238114200889
30.037546933667084,-66.53371244296197
30.287859824780977,-66.33984059624157
30.53817271589487,-66.14199815063812
30.788485607008763,-65.93995789766478
31.038798498122656,-65.7334612255814
31.28911138923655,-65.52221556340245
31.53942428035044,-65.30589113423474
31.78973717146433,-65.084116934267
32.040050062578224,-64.85647582472268
32.29036295369212,-64.62249858933689
32.54067584480601,-64.38165676730786
32.7909887359199,-64.13335401842848
33.041301627033796,-63.87691570954617
33.29161451814769,-63.61157632466634
33.541927409261575,-63.33646418812528
33.79224030037547,-63.0505828419371
34.04255319148936,-62.75278822155361
34.292866082603254,-62.441760510314694
34.54317897371715,-62.115969195257804
34.79349186483104,-61.773629357228444
35.04380475594493,-61.41264654993272
35.294117647058826,-61.03054667171028
35.54443053817272,-60.62438588360335
35.79474342928661,-60.190633683377506
36.045056320400505,-59.72501940443965
36.2953692115144,-59.222328189882056
36.545682102628284,-58.67612611589884
36.79599499374218,-58.07838431632768
37.04630788485607,-57.41895650754949
37.29662077596996,-56.68483943611404
37.546933667083856,-55.85910468751253
37.79724655819775,-54.91932049243462
38.04755944931164,-53.83515974925614
38.297872340425535,-52.56466797979104
38.54818523153943,-51.048243800412855
38.79849812265332,-49.198549575558175
39.048811013767214,-46.88282360571334
39.29912390488111,-43.89017671541045
39.54943679599499,-39.86713164679602
39.799749687108886,-34.18021815956146
40.05006257822278,-25.59293591481402
40.30037546933667,-11.40439094739821
40.550688360450565,30.0
40.80100125156446,-55.0
41.05131414267835,-54.90786231722078
41.30162703379224,-54.784228871119645
41.55193992490614,-54.62425462861864
41.80225281602003,-54.42211144092882
42.05256570713392,-54.17069672122354
42.30287859824781,-53.86123198053952
42.5531914893617,-53.48270096649715
42.803504380475594,-53.02104941944658
43.05381727158949,-52.458022394291746
43.30413016270338,-51.76943631585234
43.55444305381727,-50.92254375897637
43.804755944931166,-49.871893887897755
44.05506883604506,-48.55260417683228
44.30538172715895,-46.868982395845435
44.555694618272845,-44.674369145306756
44.80600750938674,-41.73339571503444
45.05632040050063,-37.64643835969414
45.30663329161452,-31.68546878946151
45.55694618272841,-22.398592933391207
45.8072590738423,-6.521144532750867
46.057571964956196,30.0
46.30788485607009,-55.0
46.55819774718398,-55.66978300995187
46.808510638297875,-56.412242756017676
47.05882352941177,-57.22716946208707
47.30913642052566,-58.11106063375055
47.559449311639554,-59.05653046150942
47.80976220275345,-60.051996809712
48.06007509386734,-61.08179147889306
48.310387984981226,-62.12679665268243
48.56070087609512,-63.16562044596586
48.81101376720901,-64.17620173041695
49.061326658322905,-65.1376142752276
49.3116395494368,-66.03176808923466
49.56195244055069,-66.84471569955276
49.812265331664584,-67.5673653708259
50.06257822277848,-68.195548344577
50.31289111389237,-68.72952983768263
50.56320400500626,-69.1731479004509
50.813516896120156,-69.53279147345994
51.06382978723404,-69.8163992087967
51.314142678347935,-70.03260021368897
51.56445556946183,-70.19005361064386
51.81476846057572,-70.2969929852699
52.065081351689614,-70.36095045683842
52.31539424280351,-70.38862137471223
52.5657071339174,-70.38582917343199
52.81602002503129,-70.3575551757626
53.066332916145186,-70.30800593714321
53.31664580725908,-70.2406985420812
53.56695869837297,-70.15855088089641
53.817271589486865,-70.06396899192593
54.06758448060075,-69.95892713812229
54.31789737171464,-69.8450386693289
54.568210262828536,-69.72361720738039
54.81852315394243,-69.59572854999293
55.06883604505632,-69.46223413258879
55.319148936170215,-69.32382706866524
55.56946182728411,-69.18106181520206
55.819774718398,-69.03437844985665
56.070087609511894,-68.88412244552806
56.32040050062579,-68.73056071196869
56.57071339173968,-68.57389455869938
56.821026282853566,-68.41427012649025
57.07133917396746,-68.25178673962604
57.32165206508135,-68.08650354901641
57.571964956195245,-67.91844476644945
57.82227784730914,-67.7476037317315
58.07259073842303,-67.57394600563093
58.322903629536924,-67.39741164092973
58.57321652065082,-67.21791675004197
58.82352941176471,-67.0353544592745
59.0738423028786,-66.84959531571735
59.324155193992496,-66.66048719193626
59.57446808510639,-66.46785471518592
59.824780976220275,-66.27149823094885
60.07509386733417,-66.07119229446549
60.32540675844806,-65.86668366781205
60.575719649561954,-65.65768878323954
60.82603254067585,-65.44389061508626
61.07634543178974,-65.22493488167515
61.32665832290363,-65.00042547408451
61.576971214017526,-64.769918979146
61.82728410513142,-64.53291812770783
62.07759699624531,-64.28886395380032
62.327909887359205,-64.03712639280377
62.5782227784731,-63.776992972945486
62.828535669586984,-63.50765515886847
63.07884856070088,-63.22819178094957
63.32916145181477,-62.93754881883394
63.57947434292866,-62.6345145873014
63.829787234042556,-62.31768907577053
64.08010012515645,-61.98544578881131
64.33041301627034,-61.63588387932294
64.58072590738423,-61.266767592651895
64.83103879849813,-60.875448950307
65.08135168961202,-60.4587680463826
65.33166458072591,-60.01292307732959
65.5819774718398,-59.533298913622986
65.8322903629537,-59.01423806991393
66.08260325406759,-58.44873039104347
66.33291614518149,-57.8279860633396
66.58322903629538,-57.14083797901544
66.83354192740927,-56.37288927486155
67.08385481852315,-55.50527143915918
67.33416770963704,-54.512791665921775
67.58448060075094,-53.36109398460228
67.83479349186483,-52.00217419066335
68.08510638297872,-50.36704062648778
68.33541927409262,-48.35320440452619
68.58573216520651,-45.802309276590506
68.8360450563204,-42.457778661883026
69.0863579474343,-37.87889237193599
69.33667083854819,-31.25095455103694
69.58698372966208,-20.918185356046376
69.83729662077597,30.0
70.08760951188987,-55.0
70.33792240300376,-54.89173423918478
70.58823529411765,-54.749642142703735
70.83854818523155,-54.56843916814054
71.08886107634544,-54.341728864480146
71.33917396745933,-54.06166315103322
71.58948685857322,-53.718470782378134
71.83979974968712,-53.299792020994495
72.09011264080101,-52.7897222084169
72.3404255319149,-52.16740742558198
72.5907384230288,-51.40493211403182
72.84105131414267,-50.464052839036135
73.09136420525657,-49.290985380147184
73.34167709637046,-47.80777441896728
73.59198998748435,-45.897381032592556
73.84230287859825,-43.3765801998878
74.09261576971214,-39.94363392158197
74.34292866082603,-35.06954817140805
74.59324155193993,-27.750453643588965
74.84355444305382,-15.87408715290256
75.09386733416771,30.0
75.3441802252816,-55.0
75.5944931163955,-55.649352506072006
75.84480600750939,-56.36873990748784
76.09511889862328,-57.15823537421469
76.34543178973718,-58.01486511188271
76.59574468085107,-58.93203601351462
76.84605757196496,-59.89920436229824
77.09637046307886,-60.901920819656674
77.34668335419275,-61.922353400018324
77.59699624530664,-62.94031398608481
77.84730913642053,-63.93470548081124
78.09762202753443,-64.88519494231248
78.34793491864832,-65.77384296021044
78.59824780976221,-66.58641431807365
78.84856070087609,-67.31316745577729
79.09887359198999,-67.94904591480417
79.34918648310388,-68.49332829032875
79.59949937421777,-68.9488904490206
79.84981226533166,-69.32127235480834
80.10012515644556,-69.6177255546529
80.35043804755945,-69.84636742201307
80.60075093867334,-70.01550929295539
