Time (ms),Membrane Potential (mV)
0.0,-65.0
0.2503128911138924,-62.4375
0.5006257822277848,-59.9374609375
0.7509386733416772,-57.37259565428161
1.0012515644555695,-54.61207172183747
1.2515644555694618,-51.49462808717792
1.5018773466833544,-47.79141894347155
1.7521902377972467,-43.14014890609015
2.002503128911139,-36.90958100582204
2.2528160200250316,-27.885099857610996
2.5031289111389237,-13.436058218162028
2.753441802252816,30.0
3.0037546933667088,-65.0
3.254067584480601,-64.02180059990646
3.5043804755944934,-63.07502092615462
3.7546933667083855,-62.14051732423438
4.005006257822278,-61.20078547654445
4.25531914893617,-60.23855210920161
4.505632040050063,-59.235470883466775
4.755944931163955,-58.17070727109938
5.006257822277847,-57.01917978282692
5.25657071339174,-55.74914079999236
5.506883604505632,-54.318596952023654
5.7571964956195245,-52.66970545284679
6.0075093867334175,-50.71955623132309
6.25782227784731,-48.344237593377116
6.508135168961202,-45.349751705271245
6.758448060075094,-41.415469819311454
7.008760951188987,-35.975529530849826
7.259073842302879,-27.94553003158042
7.509386733416771,-15.01243468884962
7.759699624530664,30.0
8.010012515644556,-65.0
8.260325406758449,-65.47201043606256
8.51063829787234,-65.90301985962415
8.760951188986233,-66.29130810917574
9.011264080100126,-66.63635896642815
9.261576971214017,-66.93870785154674
9.51188986232791,-67.19975153786547
9.762202753441803,-67.42154368191656
10.012515644555695,-67.60659578271247
10.262828535669588,-67.75769752824313
10.51314142678348,-67.87776470973485
10.763454317897372,-67.96971790592886
11.013767209011265,-68.03639141003475
11.264080100125158,-68.08046946032933
11.514392991239049,-68.10444557103891
11.764705882352942,-68.11060036490802
12.015018773466835,-68.10099349209922
12.265331664580726,-68.07746573277937
12.51564455569462,-68.04164803636702
12.76595744680851,-67.99497492460878
13.016270337922403,-67.93870030561894
13.266583229036296,-67.8739142766664
13.516896120150188,-67.8015599245762
13.76720901126408,-67.72244946849321
14.017521902377974,-67.63727934216159
14.267834793491865,-67.54664399619584
14.518147684605758,-67.45104832936411
14.76846057571965,-67.35091874448291
15.018773466833542,-67.24661287988644
15.269086357947435,-67.13842810021276
15.519399249061328,-67.0266088471275
15.76971214017522,-66.91135295662382
16.020025031289112,-66.79281704839498
16.270337922403005,-66.67112108713216
16.520650813516898,-66.54635220731222
16.770963704630788,-66.41856788337445
17.02127659574468,-66.28779851697237
17.271589486858574,-66.15404950274026
17.521902377972467,-66.01730282402951
17.77221526908636,-65.8775182204798
18.022528160200253,-65.73463396012006
18.272841051314142,-65.58856723988885
18.523153942428035,-65.43921422990992
18.773466833541928,-65.28644976839875
19.02377972465582,-65.1301267055088
19.274092615769714,-64.97007488551287
19.524405506883607,-64.80609974716698
19.774718397997496,-64.63798051157568
20.02503128911139,-64.4654679149492
20.275344180225282,-64.28828142979444
20.525657071339175,-64.10610590166127
20.77596996245307,-63.9185875087463
21.02628285356696,-63.72532892736707
21.27659574468085,-63.52588355616953
21.526908635794744,-63.31974861408341
21.777221526908637,-63.10635687904815
22.02753441802253,-62.88506677311187
22.277847309136423,-62.65515042019748
22.528160200250316,-62.41577919952875
22.778473091364205,-62.16600618197096
23.028785982478098,-61.90474465657144
23.27909887359199,-61.63074171373955
23.529411764705884,-61.342545526026925
23.779724655819777,-61.03846452305803
24.03003754693367,-60.71651604367373
24.28035043804756,-60.37436119150425
24.530663329161452,-60.00922140836374
24.780976220275345,-59.61777054276567
25.03128911138924,-59.1959936643899
25.28160200250313,-58.739000142563164
25.53191489361702,-58.24077289681327
25.782227784730914,-57.693827137862385
26.032540675844807,-57.0887384947579
26.2828535669587,-56.41347897403565
26.533166458072593,-55.65246406136957
26.783479349186486,-54.785155121864186
27.033792240300375,-53.783958563986964
27.284105131414268,-52.61097871814289
27.53441802252816,-51.2128366795738
27.784730913642054,-49.51209414416298
28.035043804755947,-47.39243738019463
28.28535669586984,-44.67175708778752
28.53566958698373,-41.05019266749043
28.785982478097623,-36.00221644028878
29.036295369211516,-28.531076707529238
29.28660826032541,-16.54119569339244
29.5369211514393,30.0
29.787234042553195,-65.0
30.037546933667084,-66.00415008788353
30.287859824780977,-66.9301762469435
30.53817271589487,-67.7646705875081
30.788485607008763,-68.50000500505386
31.038798498122656,-69.13407991647657
31.28911138923655,-69.66948113599977
31.53942428035044,-70.11230846442197
31.78973717146433,-70.47093456637855
32.040050062578224,-70.75488700238255
32.29036295369212,-70.97395960365529
32.54067584480601,-71.13758296233956
32.7909887359199,-71.25443246161689
33.041301627033796,-71.33222684381339
33.29161451814769,-71.37766430661274
33.541927409261575,-71.3964484244551
33.79224030037547,-71.39336624515454
34.04255319148936,-71.37239156087475
34.292866082603254,-71.33679553651595
34.54317897371715,-71.28925391986863
34.79349186483104,-71.2319450237943
35.04380475594493,-71.16663593682058
35.294117647058826,-71.09475642363863
35.54443053817272,-71.01746111016638
35.79474342928661,-70.93568111216483
36.045056320400505,-70.85016647973883
36.2953692115144,-70.76152084020391
36.545682102628284,-70.67022952429207
36.79599499374218,-70.57668231450266
37.04630788485607,-70.48119179421403
37.29662077596996,-70.3840081209768
37.546933667083856,-70.28533090659126
37.79724655819775,-70.18531876380229
38.04755944931164,-70.08409697519144
38.297872340425535,-69.98176365290632
38.54818523153943,-69.87839468629302
38.79849812265332,-69.77404771611567
39.048811013767214,-69.66876532674631
39.29912390488111,-69.56257760956737
39.54943679599499,-69.45550422018219
39.799749687108886,-69.3475560274583
40.05006257822278,-69.23873643275928
40.30037546933667,-69.12904242198756
40.550688360450565,-69.0184654004758
40.80100125156446,-68.90699185069623
41.05131414267835,-68.79460384469215
41.30162703379224,-68.68127943666875
41.55193992490614,-68.56699295598023
41.80225281602003,-68.45171521656017
42.05256570713392,-68.33541365545088
42.30287859824781,-68.21805241032912
42.5531914893617,-68.09959234366866
42.803504380475594,-67.97999101931487
43.05381727158949,-67.85920263568971
43.30413016270338,-67.73717791852444
43.55444305381727,-67.61386397487784
43.804755944931166,-67.4892041091897
44.05506883604506,-67.36313760120414
44.30538172715895,-67.23559944474134
44.555694618272845,-67.10652004546617
44.80600750938674,-66.97582487497337
45.05632040050063,-66.84343407765087
45.30663329161452,-66.7092620258713
45.55694618272841,-66.57321681806658
45.8072590738423,-66.43519971313232
46.057571964956196,-66.29510449335216
46.30788485607009,-66.15281674658917
46.55819774718398,-66.00821305681305
46.808510638297875,-65.86116009006497
47.05882352941177,-65.71151356063727
47.30913642052566,-65.5591170594799
47.559449311639554,-65.40380072353867
47.80976220275345,-65.24537972075265
48.06007509386734,-65.0836525206314
48.310387984981226,-64.91839891449501
48.56070087609512,-64.74937774233658
48.81101376720901,-64.5763242745318
49.061326658322905,-64.39894718585725
49.3116395494368,-64.216925045949
49.56195244055069,-64.02990223373665
49.812265331664584,-63.83748416261398
50.06257822277848,-63.63923167695214
50.31289111389237,-63.43465444743825
50.56320400500626,-63.22320315050873
50.813516896120156,-63.004260162994335
51.06382978723404,-62.77712843314236
51.314142678347935,-62.541018098158375
51.56445556946183,-62.29503029904633
51.81476846057572,-62.038137485710635
52.065081351689614,-61.76915929480628
52.31539424280351,-61.48673279950043
52.5657071339174,-61.18927554515226
52.81602002503129,-60.87493925578573
53.066332916145186,-60.54155136106986
53.31664580725908,-60.186540459699586
53.56695869837297,-59.806840362249474
53.817271589486865,-59.39876522874272
54.06758448060075,-58.957845195128094
54.31789737171464,-58.478607229140025
54.568210262828536,-57.954278891766855
54.81852315394243,-57.37638174556746
55.06883604505632,-56.7341638576925
55.319148936170215,-56.01379284273272
55.56946182728411,-55.19718434465076
55.819774718398,-54.260261202541216
56.070087609511894,-53.170297710666375
56.32040050062579,-51.88174504628011
56.57071339173968,-50.32943982539481
56.821026282853566,-48.41710625135897
57.07133917396746,-45.99695915478143
57.32165206508135,-42.83145394513205
57.571964956195245,-38.51658372620301
57.82227784730914,-32.31484742131745
58.07259073842303,-22.751743852372616
58.322903629536924,-6.5008084338528995
58.57321652065082,30.0
58.82352941176471,-65.0
59.0738423028786,-66.0147134882258
59.324155193992496,-66.9505087999673
59.57446808510639,-67.79365219989711
59.824780976220275,-68.53632274704945
60.07509386733417,-69.17636140054219
60.32540675844806,-69.71640680785266
60.575719649561954,-70.16269092845364
60.82603254067585,-70.52376287447751
61.07634543178974,-70.80934089423448
61.32665832290363,-71.02940205515357
61.576971214017526,-71.19353970071518
61.82728410513142,-71.31056560384128
62.07759699624531,-71.3883076773521
62.327909887359205,-71.43354821435433
62.5782227784731,-71.45205339854485
62.828535669586984,-71.44865539529046
63.07884856070088,-71.42735941903015
63.32916145181477,-71.39145766804208
63.57947434292866,-71.3436392560203
63.829787234042556,-71.28609034628384
64.08010012515645,-71.22058201323964
64.33041301627034,-71.14854537868302
64.58072590738423,-71.07113470271257
64.83103879849813,-70.98927966358373
65.08135168961202,-70.9037282614064
65.33166458072591,-70.81508177803452
65.5819774718398,-70.72382311672483
65.8322903629537,-70.63033968961952
66.08260325406759,-70.53494185345875
66.33291614518149,-70.43787773295374
66.58322903629538,-70.33934512604402
66.83354192740927,-70.23950105921307
67.08385481852315,-70.13846945436083
67.33416770963704,-70.03634728002312
67.58448060075094,-69.93320948687328
67.83479349186483,-69.82911296814162
68.08510638297872,-69.72409973763477
68.33541927409262,-69.61819947943782
68.58573216520651,-69.51143159241512
68.8360450563204,-69.40380682783828
69.0863579474343,-69.29532859865303
69.33667083854819,-69.18599402306856
69.58698372966208,-69.07579475250839
69.83729662077597,-68.9647176238589
70.08760951188987,-68.85274516787
70.33792240300376,-68.73985599908913
70.58823529411765,-68.62602510751408
70.83854818523155,-68.51122406796748
71.08886107634544,-68.39542117981743
71.33917396745933,-68.27858154692585
71.58948685857322,-68.16066710546535
71.83979974968712,-68.04163660539975
72.09011264080101,-67.92144554988597
72.3404255319149,-67.80004609555655
72.5907384230288,-67.67738691552546
72.84105131414267,-67.55341302597861
73.09136420525657,-67.42806557632399
73.34167709637046,-67.30128160205226
73.59198998748435,-67.17299373866649
73.84230287859825,-67.0431298942518
74.09261576971214,-66.91161287744751
74.34292866082603,-66.77835997672932
74.59324155193993,-66.6432824859813
74.84355444305382,-66.50628517030817
75.09386733416771,-66.36726566487668
75.3441802252816,-66.22611379824431
75.5944931163955,-66.08271083009137
75.84480600750939,-65.9369285914695
76.09511889862328,-65.78862851355366
76.34543178973718,-65.63766052836243
76.59574468085107,-65.48386182190082
76.84605757196496,-65.3270554165673
77.09637046307886,-65.16704855531106
77.34668335419275,-65.00363085474655
77.59699624530664,-64.83657218800698
77.84730913642053,-64.66562025025688
78.09762202753443,-64.49049775012175
78.34793491864832,-64.31089915835649
78.59824780976221,-64.12648693025352
78.84856070087609,-63.936887099790496
79.09887359198999,-63.741684120294785
79.34918648310388,-63.54041479708051
79.59949937421777,-63.33256112026806
79.84981226533166,-63.11754175837812
